u,value
0.0,0.0
0.00392156862745098,0.09937921247343676
0.00784313725490196,0.1903233429548872
0.011764705882352941,0.27350262946723175
0.01568627450980392,0.3495307328183738
0.0196078431372549,0.41896993090368834
0.023529411764705882,0.48233579326919146
0.027450980392156862,0.5401013923993965
0.03137254901960784,0.592701101569148
0.03529411764705882,0.6405340233088858
0.0392156862745098,0.6839670874653223
0.043137254901960784,0.7233378533980549
0.047058823529411764,0.7589570469546956
0.050980392156862744,0.791110859441468
0.054901960784313725,0.820063032791902
0.058823529411764705,0.8460567524802921
0.06274509803921569,0.8693163673836977
0.06666666666666667,0.890048953726776
0.07058823529411765,0.9084457384137743
0.07450980392156863,0.9246833954317606
0.0784313725490196,0.9389252275731735
0.08235294117647059,0.951322244451398
0.08627450980392157,0.9620141466511223
0.09019607843137255,0.97113022484851
0.09411764705882353,0.9787901818400654
0.09803921568627451,0.9851048846204087
0.10196078431372549,0.9901770529367688
0.10588235294117647,0.9941018901118011
0.10980392156862745,0.9969676613577207
0.11372549019607843,0.9988562242960127
0.11764705882352941,0.9998435159413485
0.12156862745098039,1.0
0.12549019607843137,0.9993910779666243
0.12941176470588237,0.9980774671743068
0.13333333333333333,0.9961155486570566
0.13725490196078433,0.9935576874179315
0.1411764705882353,0.9904525274565574
0.1450980392156863,0.9868452636939699
0.14901960784313725,0.9827778927381906
0.15294117647058825,0.9782894442583211
0.1568627450980392,0.9734161945763218
0.1607843137254902,0.9681918639423098
0.16470588235294117,0.9626477988294933
0.16862745098039217,0.9568131404674802
0.17254901960784313,0.9507149807263389
0.17647058823529413,0.9443785063673495
0.1803921568627451,0.9378271325889391
0.1843137254901961,0.9310826267168485
0.18823529411764706,0.9241652228154453
0.19215686274509805,0.9170937279315012
0.19607843137254902,0.9098856206220851
0.2,0.9025571423639035
0.20392156862745098,0.8951233823919509
0.20784313725490197,0.8875983564702222
0.21176470588235294,0.8799950800561374
0.21568627450980393,0.8723256362827576
0.2196078431372549,0.8646012391486332
0.2235294117647059,0.8568322922737874
0.22745098039215686,0.849028443551717
0.23137254901960785,0.8411986360011013
0.23529411764705882,0.833351155096945
0.23921568627450981,0.8254936728389215
0.24313725490196078,0.8176332887945816
0.24705882352941178,0.8097765683366397
0.25098039215686274,0.8019295782766487
0.2549019607843137,0.7940979200818455
0.25882352941176473,0.7862867608476916
0.2627450980392157,0.7785008621855543
0.26666666666666666,0.7707446071729164
0.27058823529411763,0.7630220255024579
0.27450980392156865,0.7553368169561463
0.2784313725490196,0.7476923733211198
0.2823529411764706,0.7400917988554994
0.28627450980392155,0.7325379294043205
