spin,r_isco_over_rs,r_ph_over_rs
-0.99,4.485930671273484,0.5838209259287666
-0.9585714285714285,4.441622927950009,0.6749821826348921
-0.9271428571428572,4.397176287996856,0.7356361928570139
-0.8957142857142857,4.352587314608467,0.7852609745584892
-0.8642857142857143,4.307852427015878,0.8286297933975151
-0.8328571428571429,4.262967891906236,0.8678201433511744
-0.8014285714285714,4.21792981417376,0.9039603877292617
-0.77,4.172734126937362,0.937744958325624
-0.7385714285714287,4.127376580752627,0.9696375091333893
-0.7071428571428571,4.081852731937268,0.9999659863945053
-0.6757142857142857,4.036157929919389,1.0289725625086668
-0.6442857142857144,3.990287303506745,1.0568421572625728
-0.6128571428571429,3.944235745962396,1.0837198050947356
-0.5814285714285714,3.897997898757513,1.109721779019211
-0.55,3.851568133855184,1.1349430141516654
-0.5185714285714286,3.8049405343596714,1.159462233202432
-0.4871428571428572,3.7581088733430006,1.1833455882555204
-0.45571428571428574,3.7110665906346645,1.2066493125408728
-0.42428571428571427,3.6638067673298624,1.2294216927046477
-0.3928571428571429,3.616322097736177,1.251704563124112
-0.36142857142857143,3.568604858437058,1.2735344567338795
-0.33000000000000007,3.520646874101687,1.294943504268618
-0.2985714285714286,3.4724394796131874,1.3159601460954935
-0.2671428571428571,3.423973478019019,1.336609702309258
-0.23571428571428577,3.375239093726416,1.3569148341579793
-0.2042857142857143,3.326225920269116,1.3768959211147913
-0.17285714285714293,3.2769228618558675,1.3965713717281947
-0.14142857142857146,3.2273180677718867,1.4159578819471612
-0.1100000000000001,3.1773988585359496,1.4350706513885374
-0.07857142857142863,3.1271516425111,1.4539235656334062
-0.04714285714285715,3.0765618214168247,1.4725293508622577
-0.01571428571428579,3.0256136828834577,1.4908997057979396
0.01571428571428557,2.974290277809906,1.4908997057979398
0.04714285714285715,2.9225732798142867,1.4725293508622577
0.07857142857142851,2.870442823476539,1.4539235656334062
0.1100000000000001,2.817877317328786,1.4350706513885374
0.14142857142857146,2.7648532266051187,1.4159578819471612
0.17285714285714282,2.711344819555526,1.3965713717281947
0.20428571428571418,2.657323869571191,1.3768959211147913
0.23571428571428577,2.602759303341601,1.3569148341579793
0.2671428571428571,2.547616782600172,1.336609702309258
0.2985714285714287,2.4918582034778614,1.315960146095493
0.32999999999999985,2.4354410927345316,1.2949435042686184
0.36142857142857143,2.3783178736814667,1.2735344567338795
0.3928571428571428,2.3204349657165557,1.251704563124112
0.4242857142857144,2.261731668969372,1.2294216927046477
0.45571428571428574,2.202138767918485,1.2066493125408728
0.4871428571428571,2.1415767623747723,1.1833455882555208
0.5185714285714285,2.0799535967314573,1.159462233202432
0.55,2.017161701999286,1.1349430141516654
0.5814285714285714,1.9530740783137142,1.109721779019211
0.6128571428571428,1.8875390082404242,1.083719805094736
0.6442857142857141,1.8203727671912808,1.056842157262573
0.6757142857142857,1.7513493189501932,1.0289725625086668
0.7071428571428571,1.6801853190487548,0.9999659863945053
0.7385714285714287,1.6065175220174328,0.9696375091333893
0.7699999999999998,1.5298672948924796,0.9377449583256241
0.8014285714285714,1.4495819365193536,0.9039603877292617
0.8328571428571427,1.3647311123396677,0.8678201433511749
0.8642857142857143,1.2739077687920306,0.8286297933975151
0.8957142857142857,1.1747975943710525,0.7852609745584892
0.927142857142857,1.0630698085533021,0.7356361928570143
0.9585714285714284,0.928527673570128,0.6749821826348926
0.99,0.7272489690298372,0.5838209259287666
